objectid,title,title-es,creator,description-en,description-es,date,location-en,location-es,Latitude,Longitude,subject-en,subject-es,tags-en,tags-es,source,type,format,rights,rightsstatement,object_location,filename
latchbo0105,The Empanadas that Abuela Made,Las empanadas que hacía la abuela,Diane Gonzales Bertrand; Alex Pardo DeLange,"Told in the style of a cumulative folk song, a grandmother makes empanadas, a traditional Hispanic treat, for her family. Includes recipe.",,2003,"San Antonio, Texas","San Antonio, Texas; Caracas, Venezuela; Gainesville, Florida",29.43045738,-98.50924795,Mexican Americans--Juvenile fiction; Mexican American--Fiction; Empanadas--Fiction; Grandmothers--Fiction; Spanish language materials--Bilingual,Mexicano americanos--Literatura juvenil; Mexicano americanos--Ficción; Empanadas--Ficción; Abuelas--Ficción; Materiales en español--Bilingüe,Traditional food; Traditional cooking; Traditional dessert; Empanadas; Pumpkins; Mexican; Grandmothers; Folk song; Family,Comida tradicional; cocinando tradicional; postre tradicional; emapanadas; calabazas; Mexicano; abuelas; canción folclórica; familia,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0105.jpg
latchbo0106,The Frog and His Friends Save Humanity,La rana y sus amigos salvan a la humanidad,Victor Villaseñor; José Ramírez,"In the Spring of Creation, the animals gather around a newly arrived creature and decide that it is funny and cute--a joke of Mother Nature--and work toegether to save this first human child from extinction.",,2005,"Carlsbad, California","Carlsbad, California; Los Angeles, California",33.16052951,-117.3507665,Babies--Fiction; Animals--Fiction; Human-animal relationships--Fiction; Creation--Fiction; Spanish language materials--Bilingual,Bebės--Ficción; Animales--Ficción; Humano-amimal relación--Ficción; Creación--Ficción; Materiales en español--Bilingüe,Myths; Folklore; Creation myth; Animals; Babies; Frogs,mitos; folklore; mito de creación; animales; bebės; ranas,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0106.jpg
latchbo0107,The Gift of the Poinsettia,El Regalo de la Flor de Nochebuena,Pat Mora and Charles Ramírez Berg; Daniel Lechón,"As he participates in the festivities of Las Posadas, preparing for the birth of Christ, a young Mexican boy worries about what gift he will have for baby Jesus.",,1995,"San Bernardo, Mexico","San Bernardo, México; El Paso, Texas; Santa Fe, Nuevo México; Houston, Texas",16.82684685,-96.89890296,Christmas--Fiction; Posadas (Social custom)--Fiction; Mexico--Fiction; Spanish language materials--Bilingual,Navidad--Ficción; Posadas (Costumbre social)--Ficción; México--Ficción; Materiales en español--Bilingüe,La Posadas; Christmas; Mexican; Mexico; Poinsettias; Community; Nine nights; Candles; Gift from the Heart,Las posadas; Navidad; Mexicano; México; Flores de nochebuena; comunidad; nueve noches; velas; regalos de corazón,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0107.jpg
latchbo0108,The Golden Flower: A Taíno Myth from Puerto Rico,,Nina Jaffe; Enrique O. Sánchez,"This myth explains the origin of the sea, the forest, and the island now called Puerto Rico.",,2005,"New York City, New York","Cuidad de Nueva York, Nueva York; Vermont",40.71497991,-74.00580197,Taino Indians--Legends; Tales--Puerto Rico; Taino Indians--Legends; Indians of the West Indies--Puerto Rico--Legends; Creation--Folklore; Folklore--Puerto Rico,Indios Tainos--Leyendas; Cuentos--Puerto Rico; Indios Tainos--Leyendas; Gente indígenas de las West Indies--Puerto Rico--Leyendas; Creación--Folklore; Folklore--Puerto Rico; Materiales en español,Folklore; Myths; Legends; Origin Story; Taíno; Indigenous; Puerto Rico;,Folklore; mitos; leyendas; cuentos de origen; Taíno; indígena; Puerto Rico,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0108.jpg
latchbo0109,The Hero of Cinco de Mayo: Ignacio Zaragoza Seguín,El héroe del Cinco de Mayo: Ignacio Zaragoza Seguín,José Angel Gutiérrez; Stephen Marchesi,"A biographical account of Ignacio Zaragoza Seguín, the commander of the Mexican army and navy during the battle that took place on Cinco de Mayo against the French army. ","El recuento biográfico de Ignacio Zaragoza Seguín, el comandante del ejército y la naval mexicana durante la batalla que tomó lugar el Cinco de mayo contra el ejército francés.",2017,"Puebla, Mexico","Goliad, Texas; Matamoros, México; Monterrey, México; Cuidad de México, México; Puebla, México; Crystal City, Texas; Redlands, California; Las Vegas, Nevada",19.04197616,-98.20464164,"Seguín, Igancio Zaragoza--Juvenile literature; Mexican soldiers--Juvenile literature; Cinco de Mayo--Juvenile literature; Spanish language materials--Bilingual","Seguín, Igancio Zaragoza--Literatura juvenil; Soldados Mexicanos--Literatura juvenil; Cindo de Mayo--Literatura juvenil; Materiales en español--Bilingüe",Cinco de Mayo; Igancio Zaragoza Seguín; War hero; Mexico; Texas; Biography; History,Cinco de Mayo; Igancio Zaragoza Seguín; héroe de guerra; México; Texas; biografía; historia,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0109.jpg
latchbo0110,The Land of Lost Things,El país de las cosas perdidas,Dina Bursztyn,"When he looks for his missing blue pencil, a boy enters a stranger new world which contains some very familiar objects.",,2011,Argentina,"Argentina; Cuidad de Nueva York, Nueva York",-35.08483021,-65.03633902,Lost and found possessions--Fiction; Spanish language materials--Bilingual,Objetos perdidos y encontrandos--Ficción; Materiales en español--Bilingüe,Blue Pencil; Imagination; Imaginary Worlds; Lost Objects; wonder,Lapiz azul; Imaginación; Mundos imaginarios; Objetos perdidos; maravillarse,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0110.jpg
latchbo0111,The Land of the Riddles,La tierra de la adivinanzas,César Villarreal Elizondo; Anthony Accardo,"Sergio and Noemí find themselves transported into a strange land, where a scary woman who has betwitched many other townspeople tries to trap them with riddles they cannot answer.","Sergio y Noemí descubren que fueron transportados a una tierra extraña, donde una siniestra mujer que ha hechizado a muchas otras personas del pueblo intenta atraparlos con adivananzas que ellos no pueden resolver.",2002,"Sabinas Hidalgo, Nuevo León, Mexico","Sabinas Hidalgo, Nuevo León, México; Monterrey, México; Brooklyn, Nueva York ",26.50857521,-100.173807,Riddles--Fiction; Witches--Fiction; Fantasy; Spanish language materials--Bilingual,Adivinanzas--Ficción; Brujas--Ficción; Fantasía; Materiales en español--Bilingüe,Woods; Riddles; Brother and sister; Old woman; Witches; Reading; Grandmothers,Bosque; adivinanzas; hermanos y hermanas; la mujer vieja; brujas; leyendo; abuelas,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0111.jpg
latchbo0112,The Last Doll,La última muñeca,Diane Gonzales Bertrand; Anthony Accardo,"A beautiful old-fashioned doll, long neglected on a toy store's shelves, becomes the last special doll given to a young girl when she celebrates her fifteenth birthday.",,2000,"San Antonio, Texas","San Antonio, Texas; Brooklyn, Nueva York",29.43045738,-98.50924795,Dolls--Fiction; Birthdays--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Muñecas--Ficción; Cumpleaños--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,Fifteenth Birthday; Celebration; Dolls; Latino/a Tradition; Mexican American; Family; The Last Doll Tradition,Quinceañera; Celebracion; Muñecas; Tradiciones Latino/a; Mexicanio americano; Familia; La tradición de la última muñeca,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0112.jpg
latchbo0113,The Little Doctor,El doctorcito,Juan J. Guerra; Victoria Castillo,"Salvador assists his grandmother going to the doctor, but dislikes the way doctors care for their patients, he vows to become a doctor who speaks Spanish and English and cares about their patients.",,2017,El Salvador,"El Salvador; Los Angeles, California; Texas ",13.79768246,-88.8960164,Grandmothers and grandsons--Fiction; Healthcare--Fiction; Hispanic American--Fiction; Spanish language materials--Bilingual,Abuelas y nietos--Ficción; Cuidado de salud--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Family; Grandmothers; Children; Doctors; Healthcare system; Immigrants; Discrimination; El Salvador,Familia; Abuelas; Niños; Doctores; Sistema de cuidado de salud; Inmigrantes; discriminación; El Salvador ,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0113.jpg
latchbo0114,The Party for Papa Luis,La fiesta para Papa Luis,Diane Gonzales Bertrand; Alejandro Galindo,"A cumulative tale in which Papá Luis' family and friends make preparations for his brithday fiesta,complete with piñata , and a clown.",,2010,"San Antonio, Texas","San Antonio, Texas; Murcia, España",29.43045738,-98.50924795,Parties--Fiction; Birthdays--Fiction; Spanish language materials--Bilingual,Fiestas--Ficción; Cumpleaños--Ficción; Materiales en español--Bilingüe,Piñata; Birthday Party; Suprise Party; Family; Clowns,Piñata; Fiesta de cumpleaños; Fiesta de sopresa; Familia; payasos,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0114.jpg
latchbo0115,The Patchwork Garden,Pedacitos de huerto,Diane de Anda; Oksana Kemarskaya,"Toña and her grandmother decide to start a garden on a little patch of land in the city, this encourages Toña to start a patchwork gardening club for the kids in the neighborhood.",,2013,"Los Angeles, California","Los Angeles, California; Ukraine; Canada",34.0507663,-118.2648393,Gardening--Juvenile fiction; Vegetables--Juvenile fiction; Grandmothers--Juvenile fiction; Communties--Juvenile fiction; Gardening--Fiction; Vegetables--Fiction; Grandmothers--Fiction; Community life--Fiction; Spanish language materials--Bilingual,Jardiendo--Ficción juvenil; Verduras--Ficción juvenil; Abuelas--Ficción juvenil; Comunidades--Ficción juvenil; Jardiendo--Ficción; Verduras--Ficción; Abuelas--Ficción; Vida de comunidad--Ficción; Materiales en español--Bilingüe,Grandmothers; Gardening; Neighborhood; Community; Community garden; Plants; Vegetables; Planting,Abuelas; jardineando; barrios; comunidad; huerto de la comunidad; plantas; verduras; plantando,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0115.jpg
latchbo0116,The Place Where you Live,El lugar donde vives,James Luna; Thelma Muraida,"Simple rhyming, repetitive text describes ""the place where you live,"" from the warm and sunny kitchen smelling of tortillas and hot chocolate to the yard, neighbors, school, library, and front porch.",,2015,"San Bernardino,  California","San Bernardino,  California; Riverside, California; San Antonio, Texas",34.11160697,-117.2899378,Stories in rhyme; Home--Fiction; Spanish language materials--Bilingual,Cuentos en rima; Hogar--Ficción; Materiales en español--Bilingüe,Rhyming; Poetry; Ode; Describing; Community; Neighborhood; Family; Friends,rima; poesía; oda; describiendo; comunidad; barrios; familia; amigos; ,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0116.jpg
latchbo0117,The Poet Upstairs,,Judith Ortiz Cofer; Oscar Ortiz,"When a poet moves into the apartment above hers, young Juliana asks to meet her and together they write poems of tropicals birds and a river that flows to the sea, typing out words that change the world, if only for a while.",,2012,"Hormigueros, Puerto Rico","Hormigueros, Puerto Rico; Athens, Georgia; Manhattan, Nueva York; Indian Trail, Carolina del Norte",18.13825998,-67.11061126,Poetry--Fiction; Authorship--Fiction; Imagination--Fiction,Poesía--Ficción; Autoría--Ficción; Imaginación--Ficción,Poetry; Poems; Typewriter; Song; Islands; Puerto Rico; Imagination; Writing,poesía; poemas; máquina de escribir; canciones; islas; Puerto Rico; imaginación; Escribiendo,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0117.jpg
latchbo0118,The Remembering Day,El Día de Los Muertos,Pat Mora; Robert Casilla,"Long ago in what would come to be called Mexico, as Mamá Alma and her granddaughter, Bella, recall happy times while walking in the garden they have tended together since Bella was a baby, Mamá Alma asks that after she is gone her family remember her on one special day each year.",,2015,"El Paso, Texas","El Paso, Texas; Santa Fe, Nuevo México; Cuidad de Jersey, Nueva Jersey; Nueva Fairfield, Connecticut ",31.76420638,-106.4851943,Grandmothers--Fiction; Gardens--Fiction; Holidays--Mexico--Fiction; Spanish language materials--Bilingual,Abuelas--Ficción; Jardines--Ficción; Las días festivos--México--Ficción; Materiales en español--Bilingüe,Grandmothers and grandaughters; Death; Grief; Day of the Dead; Celebrating Life; Memories; Mexico; Flowers;,Abuelas y nietas; muerte; dolor; Día de los Muertos; celebrando la vida; recuerdos; México; flores,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0118.jpg
latchbo0119,"The Rowdy, Rowdy Ranch",Allá en El Rancho Grande,Ethriam Cash Brammer; D. Nina Cruz,"On the first visit to El Rancho Grande in Mexico, a Mexican-American boy hears the story of how his grandfather bought it ""for a song.""",,2003,"Los Angeles, CA","México; El Centro, California; Detroit, Michigan; Nueva Jersey",34.0507663,-118.2648393,Mexican Americans--Juvenile fiction; Mexican Americans--Fiction; Grandparents--Fiction; Ranch life--Mexico--Fiction; Mexico--Fiction; Spanish language materials--Bilingual,Mexicano americanos--Ficción juvenil; Mexicano americanos--Ficción; Abuelos--Ficción; Vida de rancho--México--Ficción; México--Ficción; Materiales en español--Bilingüe,"Ranch; Rancheras; Grandfather; Family gathering; Migrant farmer; Mexico; Mexican American; Tamales, Mole",Rancho; Rancheras; Abuelos; reunión de familia; agricultor migrante; México; Mexicano americano; comida tradicional,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0119.jpg
latchbo0120,The Runaway Piggy,El Cochinito Fugitivo,James Luna; Laura Lacámara,A Mexican piggy cookie escapes from the bakery before it can be eaten and eludes an ever-growing line of people pursuing it. Includes recipes for piggy cookies.,,2010,"Riverside, California","Riverside, California; Venice, California",33.98655138,-117.376529,Folklore; Spanish language materials--Bilingual,Folklore; Materiales en español--Bilingüe,Reimagined Gingerbread Man; Fairy tale; Folklore; Cookie; Piggy Cookies; Repitition; Bakery; Trickery,cuento reinventado del hobre de jengibre; cuentos; folklore; galletas; galletas cochinitos; repetición; panaderías,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0120.jpg
latchbo0121,The Story Circle,El círculo de cuentos,Diane Gonzales Bertrand; Wendy Martin,"The students attend school once again after a hurricane and are sad as their classroom library was destroyed, but find they can tell their own stories using their imagination.",,2016,"San Antonio, Texas","San Antonio, Texas; Nueva York; Missouri",29.43045738,-98.50924795,Stories--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Historias--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Hurricanes; Storytime; Imagination; Reading; Writing; Schools,huracanes; Tiempo de cuentos; Imaginación; Leyendo; Escribiendo; Escuelas,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0121.jpg
latchbo0122,The Stranger and the Red Rooster,El forastero y el gallo rojo,Victor Villaseñor; José Jara,"When a tall, thin stranger with a horribly scarred face comes to Carlsbad, California, everyone is afraid of him until he and his big red rooster make them laugh.",,2006,"Carlsbad, California","Carlsbad, California; Oceanside, California",33.16052951,-117.3507665,Strangers--Fiction; Roosters--Fiction; Mexican Americans--Fiction; California--Fiction; Spanish language materials--Bilingual,Forasteros--Ficción; Gallos--Ficción; Mexicano americanos--Ficción; California--Ficción; Materiales en español--Bilingüe,Mexico; Immigrants; Rooster; Prejudice; Laughter; Community; Pets,México; inmigrantes; gallos; prejuicio; risa; comunidad; mascotas,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0122.jpg
latchbo0123,The Tongue Twister Tournament,El torneo de trabalenguas,Nicolás Kanellos; Anne Vega,Contestants compete to say different tongue twisters in this bilingual children's book.,,2016,"New York City, New York","Cuidad de Nueva York, Nueva York; Houston, Texas; Columbus, Ohio",40.71497991,-74.00580197,Tongue twisters--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Trabalenguas--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Tournament; Competition; Tongue Twisters; Bilingual; Latino/a; Latinx; Latin American;,Torneo; competición; Trabalenguas; Bilingüe; Latino/a; Latinx; ,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0123.jpg
latchbo0124,The Triple Banana Split Boy,El niño goloso,Lucha Corpi; Lisa Fields,"Young Enrique, who loves to eat desserts, learns how to control--and appreciate--his sweet tooth, with the help of his mother and El Coco, a fearsome creature with a huge mouth and sticky hair.","El pequeño Enrique, a quien el encanta comer postres aprende a controlar, y apreciar, el gusto por el dulce, con la ayuda de su madre y El Coco, una criatura espeluznnte con un grande hocico y pelo pegosteoso.",2009,"Oakland, California","Jáltipan, Veracruz, México; Oakland, California; Katonah, Nueva York",37.80310397,-122.2696522,Food habits--Fiction; Desserts--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Hábitos de comida--Ficción; Postres--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Desserts; Ice Cream; Moderation; Baking; Folklore; El Coco; Bogeyman; Chocolate Monster; Nightmares; Family,postres; helado; moderación; horenando; folklore; el cucuy; monstruo de chocolate; pesadilla; familia,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0124.jpg
latchbo0125,The Woodcutter's Gift,El regalo del leñador,Lupe Ruiz-Flores; Elaine Jerome,"When a tree falls in the middle of a small town, Tomás, a woodcutter makes beautiful animal carvings out of the dead tree for the community to enjoy together.",,2007,"San Antonio, Texas","San Antonio, Texas; Manhassett, Nueva York; Lake Tahoe, California ",29.43045738,-98.50924795,Trees--Fiction; Woodcutter--Fiction; Spanish language materials--Bilingual,Arboles--Ficción; Leñador--Ficción; Materiales en español--Bilingüe,Community; Woodworking; Animal Carvings; Painting; Art,Comunidad; trabajo de madera; esculturas de animales; pintando; arte; ,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0125.jpg
latchbo0126,These Hand: My Family's Hands,Estas Mano: Manitas de mi familia,Samuel Caraballo; Shawn Costello,"In this ode to family, the young narrator compares the hands of family members to plants in the natural world. She promises to give back all the love they have always given her. ",,2014,"Vieques, Puerto Rico","Vieques, Puerto Rico; Virginia; Howard County, Maryland; Downeast Maine",18.12921756,-65.44027152,Families--Fiction; Love--Fiction; Hand--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Familias--Ficción; Amor--Ficción; Manos--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Family; Hands; Puerto Rico; Puerto Rican; Trees; Roses; Nature,Familia; Manos; Puerto Rico; Puertorriqueños; Arboles; Rosas; naturaleza,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0126.jpg
latchbo0127,Tina and the Scarecrow Skins,Tina y las pieles de espantapájaros,Ofelia Dumas Lachtman; Alex Pardo DeLange,"Tina's mother doesn't seem to accept her new friend until the night Mamá cooks tamales, and they learn they both speak the same language.","La madre de Tina no quiere aceptar a su nuevo amigo hasta la noche cuando Mamá cocina tamales, y ambos aprenden a hablar el mismo idioma.",2002,"Los Angeles, California","Los Angeles, California; Caracas. Venezuela; Gainesville, Florida",34.0507663,-118.2648393,Friendship--Fiction; Prejudices--Fiction; Mothers--Fiction; Spanish language materials--Bilingual,Amistad--Ficción; Prejuicios--Ficción; Madres--Ficción; Materiales en español--Bilingüe,Friendship; Differences; Tamales; Corn husks; Scarecrow Skins; Loneliness,Amistad; diferencias; tamales; hojas de maíz; pieles de espantapájaros; soledad,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0127.jpg
latchbo0128,Tomasa the Cow,La vaca Tomasa,Pietrapiana,"Tired of being hooked to a milking machine, Tomasa the one-horned cow leaves the farm on a quest to find freedom.","Cansada de estar atada a una máquina que la ordeña, Tomasa, la vaca de un sólo cuerno deja la granja en busca de la libertad.",1999,"Buenos Aires, Argentina","Buenos Aires, Argentina; Cuidad de Nueva York; Nueva York",-34.60110361,-58.36854862,Cows--Fiction; Freedom--Fiction; Spanish language materials--Bilingual,Vacas--Ficción; Libertad--Ficción; Materiales en español--Bilingüe,Freedom; Immigrants; City; Escape; Cow; Bird; Friends; Sea,libertad; inmigrantes; ciudad; escapar; vacas; pájaro; amigos; el mar,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0128.jpg
latchbo0129,Uncle Chente's Pinic,El pinic de Tío Chente,Diane Gonzales Bertrand; Pauline Rodriguez Howard,"A big rainstorm and a power failure during a Fourth of July picnic in honor of Uncle Chente cause a change in plans, resulting in a very special family gathering.","Una fuerte tormenta y un apagón durante un picnic el Cuatro de julio en honor de Tío Chente causa un gran cambio de planes, que resulta en una reunión familiar muy especial.",2001,"San Antonio, Texas","San Antonio, Texas",29.43045738,-98.50924795,Picnicking--Fiction; Fourth of July--Fiction; Uncles--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Picnic--Ficción; El cuarto de Julio--Ficción; Tíos--Ficción; Mexicano Americanos--Ficción; Matierales en español--Bilingüe,Family gathering; Fourth of July; Independence Day; Mexican Americans; Power outage; Uncles; Pinic,reunión de familia; cuatro de Julio; día de la Independencia Americano; corte de electricidad; tíos; pinic,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0129.jpg
latchbo0130,Waiting for Papá,Esperando a Papá,René Caolto Laínez; Anthony Accardo,"When a young boy and his mother come to the United States from El Salvador, leaving his father behind, the boy misses his father very much and wants to do something special to show him how much he cares.",,2004,"San Salvador, El Salvador","El Salvador; Los Angeles, California; Brooklyn, Nueva York",13.69473844,-89.19138814,Salvadoran Americans--Juvenile fiction; Salvadoran Americans--Fiction; Fathers and sons--Fiction; Immigrants--Fiction; Spanish language materials--Bilingual,Salvadoreños americanos--Ficción juvenil; Salvadoreños americanos--Ficción; Padres y hijos--Ficción; Inmigrantes--Ficción; Materiales en español--Bilingüe,El Salvador; Immigrants; Father's Day; Radio Program; School Essays;,El Salvador; Inmigrantes; Dia del padre; programa de radio; ensayos de escuela,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0130.jpg
latchbo0131,"Water, Little Water",Agua. Agüita,Jorge Tetl Argueta; Felipe Ugalde Alcántara,"Describes--in English , Spanish, and Nahuat--the life cycle of water form the perspective of one drop",,2017,El Salvador,"El Salvador; San Francisco, California; Cuidad de México, México ",13.79768246,-88.8960164,Water--Fiction; Polyglot materials,Agua--Ficción; Materiales políglotas,Trilingual; Indigenous Author; water cycle; water drop; life of water; El Salvador,Trilingüe; autor indígena; ciclo de agua; gota de agua; vida de agua; El Salvador,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0131.jpg
latchbo0132,We Are Cousins,Somo Primos,Diane Gonzales Bertrand; Christina Rodriguez,Descibes the good and the bad about being primos from the perspective of six cousins.,,2007,"San Antonio, Texas","San Antonio, Texas; Stillwater, Minnesota",29.43045738,-98.50924795,Cousins--Fiction; Hispanic American--Fiction; Spanish language materials--Bilingual,Primos--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Cousins; Family; Aunts; Sharing; Family life; Friendship,Primos; Familia; Tías; compartiendo; vida de familia; amistad,,Image; StillImage,image/jpg,Arte Público Press,,,latchbo0132.jpg
latchbo0133,When Julia Danced Bomba,Cuando Julia Bailaba Bomba,Raquel M. Ortiz; Flor De Vita,"Young Julia struggles with the steps to the Afro-Puerto Rican dance known as bomba, but when she quits trying so hard and listens and feels the beat of the drums, she is able to relax, enjoy herself, and do the steps perfectly.",,2019," Lorain, Ohio"," Lorain, Ohio; Veracruz, México; Jalisco, México ",41.45767852,-82.18169234,Bomba(Dance)--Fiction; Dance--Puerto Rico--Fiction,Bomba (Bailar)--Ficción; Bailar--Puerto Rico--Ficción,Dancing; Bomba; Puerto Rico; Afro-Puerto Rican; Afrolatina; Afrolatine; Afrolatinx,Bailando; Bomba; Puerto Rico; Afropuertorriqueño; Afrolatinx; Afrolatine; Afrolatina,,Image; StillImage,image/jpg,Arte Público Press,,,latchbo0133.jpg
latchbo0134,"Wind, Little Wind","Viento, Vientito",Jorge Tetl Argueta; Felipe Ugalde Alcántara,"Describes--in Spanish, English, and Nahuat--the power of wind from the perspective of a mischievous youngster.",,2022,El Salvador,"El Salvador; San Francisco, California; Cuidad de México, México",13.79768246,-88.8960164,Winds--Fiction; Polyglot materials,Viento--Ficción;  Materiales políglotas,Indigenous Author; Trilingual; Wind; Air; Nature; The force of wind,Autor indígena; Trilingüe; Viento; aire; naturaleza,,Image; StillImage,image/jpg,Arte Público Press,,,latchbo0134.jpg
latchbo0135,Zulema and the Witch Owl,Zulema y La Bruja Lechuza,Xavier Garza,"Nine-year-old Zulema, the meanest girl in school, decides to change her wicked ways after receiving a visit by the witch owl.",,2009,"Rio Grande Valley, Texas","Valle de Rio Grande, Texas; San Antonio, Texas ",26.38529999,-98.82099642,Behavior--Fiction; Witches--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Conducta--Ficción; Brujas--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,Mexican Folktale; Witch Owl; Behavior; Grandmother; Granddaughter; Monsters,Cuentos folclóricos Mexicanos; bruja lechuza; Conducta; Abuela; nieta; monstruos,,Image; StillImage,image/jpg,Arte Público Press,,,latchbo0135.jpg
latchbo0136,La Flor de Oro: Un Mito Taino de Puerto Rico,La flor de oro: Un mito taíno de Puerto Rico,Nina Jaffe; Enrique O. Sánchez,"This myth explains the origin of the sea, the forest, and the island now called Puerto Rico.",,2006,"New York City, New York","Cuidad de Nueva York, Nueva York; Vermont",40.71497991,-74.00580197,Taino Indians--Legends; Tales--Puerto Rico; Taino Indians--Legends; Indians of the West Indies--Puerto Rico--Legends; Creation--Folklore; Folklore--Puerto Rico; Spanish Language Materials,Indios Tainos--Leyendas; Cuentos--Puerto Rico; Indios Tainos--Leyendas; Gente indígenas de las West Indies--Puerto Rico--Leyendas; Creación--Folklore; Folklore--Puerto Rico; Materiales en español,Folklore; Myths; Legends; Origin Story; Taíno; Indigenous; Puerto Rico;,Folklore; mitos; leyendas; cuentos de origen; Taíno; indígena; Puerto Rico,,Image; StillImage,image/jpg,Arte Público Press,,,latchbo0136.jpg
latchbo0137,La poeta de piso de arriba,La poeta del piso de arriba ,Judith Ortiz Cofer; Oscar Ortiz,"When a poet moves into the apartment above hers, young Juliana asks to meet her and together they write poems of tropicals birds and a river that flows to the sea, typing out words that change the world, if only for a while.",,2013,"Hormigueros, Puerto Rico","Hormigueros, Puerto Rico; Athens, Georgia; Manhattan, Nueva York; Indian Trail, Carolina del Norte",18.13825998,-67.11061126,Poetry--Fiction; Authorship--Fiction; Imagination--Fiction; Spanish Language Materials,Poesía--Ficción; Autoría--Ficción; Imaginación--Ficción; Materiales en español,Poetry; Poems; Typewriter; Songs; Islands; Puerto Rico; Imagination; Writing,poesía; poemas; máquina de escribir; canciones; islas; Puerto Rico; imaginación; Escribiendo,,Image; StillImage,image/jpg,Arte Público Press,,,latchbo0137.jpg
